"candidate_id","location_city","city_dev_score","sex","prior_experience","university_enrollment","academic_qualification","field_of_study","work_experience_years","employer_size","employer_type","time_since_last_job_change","hours_of_training","target"
21564,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","9","50-99","Pvt Ltd","2",46,"1"
17432,"city_16",0.91,"Female","Has relevent experience","no_enrollment","Graduate","STEM","13","50-99","Pvt Ltd",">4",15,"0"
13952,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",23,"1"
8806,"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","STEM","<1","","","never",22,"1"
15468,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","15","100-500","Pvt Ltd","2",65,"0"
1297,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","5000-9999","Pvt Ltd","4",86,"0"
4075,"city_100",0.887,"Male","No relevent experience","Full time course","Graduate","STEM","4","","","1",52,"1"
22517,"city_114",0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM","3","1000-4999","Public Sector","1",86,"0"
18376,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","50-99","","1",60,"0"
10970,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","18","","",">4",178,"0"
20369,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","7","10000+","","1",35,"0"
23505,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","100-500","Pvt Ltd",">4",106,"0"
11751,"city_138",0.836,"Male","No relevent experience","no_enrollment","Graduate","STEM","6","<10","Pvt Ltd","never",58,"0"
12038,"city_90",0.698,"Male","Has relevent experience","Full time course","Masters","","","","","",44,"1"
28590,"city_16",0.91,"Male","Has relevent experience","","Masters","STEM","6","50-99","Funded Startup","1",72,"0"
4095,"city_10",0.895,"","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","1",25,"0"
5340,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",">20","10000+","Pvt Ltd","never",109,"0"
9217,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","1","<10","Early Stage Startup","1",37,"0"
23901,"city_103",0.92,"Male","No relevent experience","","","","3","","","never",32,"0"
5673,"city_45",0.89,"Male","No relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","3",51,"0"
20698,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","NGO","1",72,"0"
41,"city_100",0.887,"Male","Has relevent experience","no_enrollment","High School","",">20","100-500","Pvt Ltd","1",47,"0"
23636,"city_67",0.855,"Male","No relevent experience","Full time course","Graduate","STEM","12","","","4",47,"0"
9515,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Other","2","1000-4999","Public Sector","1",64,"0"
20743,"city_50",0.896,"Male","Has relevent experience","no_enrollment","Masters","STEM","15","10000+","Pvt Ltd",">4",23,"1"
25766,"city_71",0.884,"Male","No relevent experience","Full time course","Masters","STEM","14","100-500","Public Sector","3",96,"0"
4626,"city_21",0.624,"Male","No relevent experience","no_enrollment","High School","","2","","Pvt Ltd","never",306,"0"
4642,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","NGO","1",8,"0"
16178,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","1",48,"0"
1829,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","Oct-49","Pvt Ltd","1",98,"1"
30608,"city_160",0.92,"","No relevent experience","Full time course","Graduate","STEM","4","","","1",76,"0"
27546,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","1","","","never",43,"0"
32324,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",32,"0"
8442,"city_67",0.855,"","Has relevent experience","no_enrollment","Graduate","STEM","5","","","1",54,"0"
8151,"city_162",0.767,"","Has relevent experience","Full time course","Masters","STEM","8","Oct-49","Pvt Ltd","1",7,"0"
15796,"city_71",0.884,"Female","Has relevent experience","no_enrollment","Masters","STEM","3","","","2",322,"1"
9420,"city_80",0.847,"","Has relevent experience","no_enrollment","","",">20","500-999","","never",96,"0"
17083,"city_160",0.92,"Female","Has relevent experience","Full time course","Graduate","STEM","4","5000-9999","Pvt Ltd","1",7,"0"
32340,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","Oct-49","Funded Startup","1",161,"0"
30636,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","1","50-99","","1",72,"1"
29982,"city_105",0.794,"Female","Has relevent experience","no_enrollment","Masters","Humanities","6","50-99","Pvt Ltd","1",182,"0"
29217,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",67,"0"
18454,"city_128",0.527,"Female","No relevent experience","no_enrollment","Graduate","STEM","1","","","1",50,"0"
21134,"city_70",0.698,"Male","No relevent experience","Part time course","Graduate","STEM","4","","","2",7,"1"
30925,"city_160",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","2","","","1",88,"0"
29000,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","100-500","Pvt Ltd","2",112,"0"
26925,"city_158",0.766,"Other","Has relevent experience","Full time course","Graduate","STEM","15","5000-9999","","never",30,"1"
7696,"city_123",0.738,"","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Funded Startup","1",9,"0"
25525,"city_67",0.855,"Other","No relevent experience","Full time course","High School","","4","10000+","Pvt Ltd","1",36,"0"
26543,"city_173",0.878,"Male","Has relevent experience","Part time course","Graduate","STEM","10","50-99","Public Sector","1",166,"0"
30967,"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","10","","","1",8,"1"
30191,"city_165",0.903,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","","","1",133,"0"
23185,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Oct-49","Pvt Ltd",">4",29,"0"
9600,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Public Sector",">4",11,"1"
5141,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Pvt Ltd",">4",87,"0"
29991,"city_41",0.827,"Male","Has relevent experience","no_enrollment","Graduate","Arts","9","1000-4999","Pvt Ltd","1",76,"1"
18759,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",114,"0"
23081,"city_103",0.92,"","No relevent experience","Full time course","High School","","5","","","",56,"0"
24226,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","<1","50-99","Pvt Ltd","1",13,"0"
10092,"city_162",0.767,"","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Public Sector","never",42,"0"
1950,"city_162",0.767,"","Has relevent experience","Part time course","Masters","STEM","6","50-99","Pvt Ltd","1",56,"1"
7909,"city_21",0.624,"Male","No relevent experience","no_enrollment","Primary School","","2","","","never",12,"1"
11966,"city_138",0.836,"Male","Has relevent experience","no_enrollment","Masters","Humanities","2","100-500","Pvt Ltd","1",36,"0"
10017,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",67,"0"
28391,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Pvt Ltd","1",13,"1"
361,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","","Pvt Ltd","1",100,"0"
20797,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM","15","10000+","Pvt Ltd","1",58,"0"
26668,"city_12",0.64,"","No relevent experience","no_enrollment","Masters","STEM","6","10000+","","1",59,"0"
18586,"city_102",0.804,"","Has relevent experience","no_enrollment","Masters","STEM","2","10000+","Pvt Ltd","2",35,"0"
17783,"city_65",0.802,"Male","Has relevent experience","Full time course","Graduate","STEM","<1","10000+","Pvt Ltd","2",11,"0"
6283,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","10","50-99","Pvt Ltd",">4",206,"0"
2586,"city_7",0.647,"","Has relevent experience","no_enrollment","Masters","STEM","9","50-99","Pvt Ltd","1",130,"0"
15279,"city_103",0.92,"","No relevent experience","","","","1","","","never",30,"0"
4978,"city_114",0.926,"Male","Has relevent experience","Part time course","Masters","STEM","14","10000+","Pvt Ltd","2",16,"0"
28641,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",95,"0"
28915,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","6","","Public Sector","1",53,"0"
33367,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",220,"1"
14999,"city_67",0.855,"","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd","2",21,"0"
3999,"city_72",0.795,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Public Sector",">4",94,"0"
9860,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","No Major","17","Oct-49","Pvt Ltd","3",20,"0"
31153,"city_101",0.558,"Male","No relevent experience","no_enrollment","Graduate","STEM","8","","","never",47,"1"
26616,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","2",60,"0"
24366,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","4",78,"1"
19986,"city_103",0.92,"","No relevent experience","no_enrollment","Graduate","STEM","4","10000+","Public Sector","1",5,"0"
1396,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","3",2,"0"
22954,"city_105",0.794,"Female","Has relevent experience","Full time course","Graduate","STEM","9","100-500","Pvt Ltd",">4",206,"0"
14775,"city_67",0.855,"Male","No relevent experience","no_enrollment","High School","","12","","","1",90,"0"
1563,"city_19",0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","100-500","Pvt Ltd","3",25,"0"
29612,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","5","Oct-49","Pvt Ltd","1",8,"1"
23856,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","500-999","Pvt Ltd","2",22,"0"
30265,"city_103",0.92,"Male","Has relevent experience","Full time course","High School","","10","","","2",81,"1"
11545,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Pvt Ltd","1",120,"0"
2404,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Pvt Ltd","never",18,"1"
7243,"city_100",0.887,"","Has relevent experience","no_enrollment","High School","",">20","50-99","Pvt Ltd","never",19,"0"
17400,"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","2","","","never",10,"0"
22005,"city_73",0.754,"","Has relevent experience","Part time course","Graduate","STEM","3","50-99","Pvt Ltd",">4",39,"0"
23365,"city_101",0.558,"Male","No relevent experience","no_enrollment","Graduate","STEM","<1","<10","Early Stage Startup","1",146,"1"
13288,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","","","1",26,"0"
30404,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",50,"1"
8930,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd",">4",30,"0"
29841,"city_21",0.624,"","No relevent experience","Full time course","High School","","<1","","","never",56,"1"
19889,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","2",32,"0"
11780,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","1",43,"1"
8489,"city_11",0.55,"Male","Has relevent experience","no_enrollment","","","15","100-500","Pvt Ltd",">4",15,"1"
32581,"city_143",0.74,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","","","1",21,"1"
22420,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","9","10000+","Pvt Ltd","2",226,"0"
28415,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","","","1",60,"0"
32260,"city_78",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","","","1",9,"0"
21603,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Pvt Ltd","1",50,"0"
17665,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","","2",91,"0"
19612,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","100-500","Pvt Ltd","1",15,"1"
18905,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","5","100-500","Pvt Ltd","2",14,"0"
27275,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","20","","","2",43,"1"
13209,"city_75",0.939,"","No relevent experience","no_enrollment","","","1","","","1",75,"0"
33242,"city_73",0.754,"Male","No relevent experience","Part time course","Graduate","STEM","8","<10","Early Stage Startup","1",50,"0"
9684,"city_10",0.895,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","<10","Early Stage Startup","1",42,"0"
27003,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","2",74,"0"
17840,"city_65",0.802,"Male","Has relevent experience","Full time course","High School","","7","50-99","Pvt Ltd","1",17,"0"
33181,"city_67",0.855,"Male","No relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","2",234,"0"
22211,"city_67",0.855,"Male","No relevent experience","no_enrollment","Graduate","Other","5","","","never",36,"0"
28193,"city_13",0.827,"Male","Has relevent experience","Full time course","Graduate","STEM","5","Oct-49","Public Sector","1",6,"0"
26291,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd",">4",72,"0"
11739,"city_114",0.926,"Male","Has relevent experience","Part time course","Graduate","STEM","18","100-500","NGO","3",84,"0"
31156,"city_61",0.913,"Male","Has relevent experience","no_enrollment","High School","",">20","Oct-49","Pvt Ltd","1",77,"0"
21878,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","Other","20","10000+","Pvt Ltd",">4",56,"0"
7009,"city_102",0.804,"","Has relevent experience","no_enrollment","Graduate","STEM","13","50-99","Pvt Ltd","1",22,"0"
7145,"city_93",0.865,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",8,"0"
17107,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","<10","","1",36,"0"
5911,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",151,"0"
24069,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd","1",4,"0"
20803,"city_116",0.743,"Male","Has relevent experience","no_enrollment","Masters","Other","2","100-500","","2",102,"0"
3752,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","3",29,"0"
